2020-02-11/21:44:00		Error while creating table: no such column: F 
2020-02-12/18:20:51		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:51		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:51		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:51		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:51		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:51		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:51		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:51		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:52		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:52		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:52		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:52		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:52		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:52		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:52		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:52		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:52		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:52		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:52		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:52		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:52		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:52		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:53		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:53		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:53		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:53		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:53		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:53		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:53		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:53		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:53		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:53		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:53		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:53		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:53		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:53		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:54		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:54		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:54		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:54		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:54		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:54		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:54		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:54		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:54		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:54		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:54		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:54		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:54		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:55		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:55		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:55		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:55		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:55		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:55		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:55		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:55		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:55		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:55		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:55		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:55		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:55		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:56		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:56		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:56		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:56		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:56		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:56		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:56		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:56		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:56		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:56		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:56		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:56		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:57		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:57		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:57		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:57		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:57		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:57		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:57		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:57		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:57		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:57		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:57		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:57		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:57		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:57		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:57		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:58		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:58		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:58		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:58		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:58		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:58		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:58		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:58		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:58		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:58		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:58		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:59		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:59		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:59		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:59		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:59		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:59		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:59		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:59		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:59		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:59		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:59		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:59		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:59		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:59		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:00		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:00		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:00		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:00		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:00		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:00		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:00		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:00		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:00		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:00		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:00		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:00		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:01		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:01		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:01		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:01		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:01		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:01		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:01		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:01		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:01		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:01		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:01		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:01		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:01		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:01		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:02		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:02		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:02		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:02		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:02		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:02		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:02		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:02		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:02		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:02		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:02		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:02		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:02		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:02		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:02		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:03		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:03		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:03		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:03		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:03		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:03		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:03		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:03		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:03		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:03		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:03		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:03		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:03		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:04		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:04		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:04		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:04		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:04		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:04		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:04		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:04		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:04		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:04		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:04		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:04		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:04		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:04		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:04		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:04		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:05		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:05		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:05		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:05		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:21:05		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
